	go	ontology	name	genes	transcripts	proteins	total	total_CPM
3696	GO:0008154	biological_process	actin polymerization or depolymerization	49	54	27	54	197
3697	GO:0047657	molecular_function	alpha-1,3-glucan synthase activity	49	56	31	56	205
3698	GO:0019885	biological_process	antigen processing and presentation of endogenous peptide antigen via MHC class I	49	58	43	58	212
3699	GO:0001825	biological_process	blastocyst formation	49	58	42	58	212
3700	GO:0071354	biological_process	cellular response to interleukin-6	49	52	36	52	190
3701	GO:0007349	biological_process	cellularization	49	54	38	54	197
3702	GO:0051276	biological_process	chromosome organization	49	57	37	57	208
3703	GO:0001745	biological_process	compound eye morphogenesis	49	50	33	50	183
3704	GO:0001751	biological_process	compound eye photoreceptor cell differentiation	49	49	35	49	179
3705	GO:0061575	molecular_function	cyclin-dependent protein serine/threonine kinase activator activity	49	56	39	56	205
3706	GO:0002184	biological_process	cytoplasmic translational termination	49	62	39	62	227
3707	GO:0000917	biological_process	division septum assembly	49	52	31	52	190
3708	GO:0007492	biological_process	endoderm development	49	57	46	57	208
3709	GO:0009649	biological_process	entrainment of circadian clock	49	57	47	57	208
3710	GO:0060441	biological_process	epithelial tube branching involved in lung morphogenesis	49	79	57	79	289
3711	GO:0004321	molecular_function	fatty-acyl-CoA synthase activity	49	51	33	51	186
3712	GO:0070600	biological_process	fungal-type cell wall (1->3)-alpha-glucan biosynthetic process	49	56	31	56	205
3713	GO:0001965	molecular_function	G-protein alpha-subunit binding	49	60	54	60	219
3714	GO:0005092	molecular_function	GDP-dissociation inhibitor activity	49	62	50	62	227
3715	GO:0060972	biological_process	left/right pattern formation	49	59	44	59	216
3716	GO:0048232	biological_process	male gamete generation	49	65	47	65	238
3717	GO:0070991	molecular_function	medium-chain-acyl-CoA dehydrogenase activity	49	59	34	59	216
3718	GO:0032438	biological_process	melanosome organization	49	54	42	54	197
3719	GO:0046873	molecular_function	metal ion transmembrane transporter activity	49	51	38	51	186
3720	GO:0046785	biological_process	microtubule polymerization	49	56	53	56	205
3721	GO:0043653	biological_process	mitochondrial fragmentation involved in apoptotic process	49	52	35	52	190
3722	GO:0039648	biological_process	modulation by virus of host protein ubiquitination	49	55	28	55	201
3723	GO:0015098	molecular_function	molybdate ion transmembrane transporter activity	49	60	46	60	219
3724	GO:0031037	biological_process	myosin II filament disassembly	49	56	34	56	205
3725	GO:0003956	molecular_function	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	49	56	52	56	205
3726	GO:0045822	biological_process	negative regulation of heart contraction	49	81	67	81	296
3727	GO:0031276	biological_process	negative regulation of lateral pseudopodium assembly	49	58	34	58	212
3728	GO:0050768	biological_process	negative regulation of neurogenesis	49	63	42	63	230
3729	GO:0010801	biological_process	negative regulation of peptidyl-threonine phosphorylation	49	49	33	49	179
3730	GO:0010757	biological_process	negative regulation of plasminogen activation	49	71	48	71	260
3731	GO:1901001	biological_process	negative regulation of response to salt stress	49	55	33	55	201
3732	GO:0001841	biological_process	neural tube formation	49	58	45	58	212
3733	GO:0016151	molecular_function	nickel cation binding	49	54	31	54	197
3734	GO:0006998	biological_process	nuclear envelope organization	49	54	39	54	197
3735	GO:0000715	biological_process	nucleotide-excision repair, DNA damage recognition	49	62	47	62	227
3736	GO:0009312	biological_process	oligosaccharide biosynthetic process	49	53	35	53	194
3737	GO:0030707	biological_process	ovarian follicle cell development	49	52	33	52	190
3738	GO:0098966	cellular_component	perisynaptic extracellular matrix	49	63	53	63	230
3739	GO:0046338	biological_process	phosphatidylethanolamine catabolic process	49	61	50	61	223
3740	GO:0008594	biological_process	photoreceptor cell morphogenesis	49	59	37	59	216
3741	GO:0046938	biological_process	phytochelatin biosynthetic process	49	55	28	55	201
3742	GO:0071546	cellular_component	pi-body	49	52	38	52	190
3743	GO:0043473	biological_process	pigmentation	49	51	32	51	186
3744	GO:0032786	biological_process	positive regulation of DNA-templated transcription, elongation	49	60	42	60	219
3745	GO:0032728	biological_process	positive regulation of interferon-beta production	49	55	39	55	201
3746	GO:0090267	biological_process	positive regulation of mitotic cell cycle spindle assembly checkpoint	49	70	57	70	256
3747	GO:1901216	biological_process	positive regulation of neuron death	49	59	45	59	216
3748	GO:0045666	biological_process	positive regulation of neuron differentiation	49	55	38	55	201
3749	GO:1900195	biological_process	positive regulation of oocyte maturation	49	53	30	53	194
3750	GO:0000164	cellular_component	protein phosphatase type 1 complex	49	70	42	70	256
3751	GO:0045595	biological_process	regulation of cell differentiation	49	53	37	53	194
3752	GO:0003091	biological_process	renal water homeostasis	49	55	39	55	201
3753	GO:0010039	biological_process	response to iron ion	49	54	29	54	197
3754	GO:0010165	biological_process	response to X-ray	49	64	45	64	234
3755	GO:0001162	molecular_function	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	49	56	46	56	205
3756	GO:0004758	molecular_function	serine C-palmitoyltransferase activity	49	56	28	56	205
3757	GO:0035494	biological_process	SNARE complex disassembly	49	63	44	63	230
3758	GO:0007190	biological_process	activation of adenylate cyclase activity	48	61	37	61	223
3759	GO:0047617	molecular_function	acyl-CoA hydrolase activity	48	58	45	58	212
3760	GO:0015181	molecular_function	arginine transmembrane transporter activity	48	57	43	57	208
3761	GO:0045330	molecular_function	aspartyl esterase activity	48	55	21	55	201
3762	GO:0003878	molecular_function	ATP citrate synthase activity	48	80	51	80	293
3763	GO:0046058	biological_process	cAMP metabolic process	48	67	48	67	245
3764	GO:0060187	cellular_component	cell pole	48	56	27	56	205
3765	GO:0042545	biological_process	cell wall modification	48	55	21	55	201
3766	GO:0032870	biological_process	cellular response to hormone stimulus	48	59	53	59	216
3767	GO:0045499	molecular_function	chemorepellent activity	48	58	47	58	212
3768	GO:0008061	molecular_function	chitin binding	48	66	47	66	241
3769	GO:0031464	cellular_component	Cul4A-RING E3 ubiquitin ligase complex	48	66	50	66	241
3770	GO:0004149	molecular_function	dihydrolipoyllysine-residue succinyltransferase activity	48	63	47	63	230
3771	GO:0030330	biological_process	DNA damage response, signal transduction by p53 class mediator	48	52	39	52	190
3772	GO:0006259	biological_process	DNA metabolic process	48	54	34	54	197
3773	GO:0004301	molecular_function	epoxide hydrolase activity	48	50	31	50	183
3774	GO:0051293	biological_process	establishment of spindle localization	48	49	21	49	179
3775	GO:0000145	cellular_component	exocyst	48	50	32	50	183
3776	GO:0005504	molecular_function	fatty acid binding	48	66	50	66	241
3777	GO:0006004	biological_process	fucose metabolic process	48	59	48	59	216
3778	GO:0050577	molecular_function	GDP-L-fucose synthase activity	48	54	30	54	197
3779	GO:0004347	molecular_function	glucose-6-phosphate isomerase activity	48	71	45	71	260
3780	GO:0042286	molecular_function	glutamate-1-semialdehyde 2,1-aminomutase activity	48	51	25	51	186
3781	GO:0008083	molecular_function	growth factor activity	48	59	36	59	216
3782	GO:0016572	biological_process	histone phosphorylation	48	57	44	57	208
3783	GO:0007444	biological_process	imaginal disc development	48	53	34	53	194
3784	GO:0000832	molecular_function	inositol hexakisphosphate 5-kinase activity	48	63	48	63	230
3785	GO:0050900	biological_process	leukocyte migration	48	52	41	52	190
3786	GO:0001673	cellular_component	male germ cell nucleus	48	51	33	51	186
3787	GO:0007127	biological_process	meiosis I	48	61	52	61	223
3788	GO:0004477	molecular_function	methenyltetrahydrofolate cyclohydrolase activity	48	50	25	50	183
3789	GO:0046421	molecular_function	methylisocitrate lyase activity	48	78	27	78	285
3790	GO:0009556	biological_process	microsporogenesis	48	55	34	55	201
3791	GO:0061952	biological_process	midbody abscission	48	50	34	50	183
3792	GO:0051306	biological_process	mitotic sister chromatid separation	48	55	38	55	201
3793	GO:0072341	molecular_function	modified amino acid binding	48	57	40	57	208
3794	GO:1990481	biological_process	mRNA pseudouridine synthesis	48	61	34	61	223
3795	GO:0030239	biological_process	myofibril assembly	48	60	42	60	219
3796	GO:0035529	molecular_function	NADH pyrophosphatase activity	48	65	49	65	238
3797	GO:0070317	biological_process	negative regulation of G0 to G1 transition	48	52	33	52	190
3798	GO:0048387	biological_process	negative regulation of retinoic acid receptor signaling pathway	48	51	34	51	186
3799	GO:0071598	cellular_component	neuronal ribonucleoprotein granule	48	59	47	59	216
3800	GO:0044614	cellular_component	nuclear pore cytoplasmic filaments	48	64	56	64	234
3801	GO:0018149	biological_process	peptide cross-linking	48	53	32	53	194
3802	GO:0060002	molecular_function	plus-end directed microfilament motor activity	48	52	42	52	190
3803	GO:0050921	biological_process	positive regulation of chemotaxis	48	65	43	65	238
3804	GO:2000373	biological_process	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	48	62	50	62	227
3805	GO:0061092	biological_process	positive regulation of phospholipid translocation	48	53	33	53	194
3806	GO:0000019	biological_process	regulation of mitotic recombination	48	57	43	57	208
3807	GO:0090364	biological_process	regulation of proteasome assembly	48	64	57	64	234
3808	GO:0032095	biological_process	regulation of response to food	48	60	36	60	219
3809	GO:2000331	biological_process	regulation of terminal button organization	48	54	37	54	197
3810	GO:0006450	biological_process	regulation of translational fidelity	48	52	27	52	190
3811	GO:0032680	biological_process	regulation of tumor necrosis factor production	48	59	53	59	216
3812	GO:0010446	biological_process	response to alkaline pH	48	60	38	60	219
3813	GO:0051593	biological_process	response to folic acid	48	59	38	59	216
3814	GO:1904047	molecular_function	S-adenosyl-L-methionine binding	48	57	40	57	208
3815	GO:0000014	molecular_function	single-stranded DNA endodeoxyribonuclease activity	48	51	30	51	186
3816	GO:0004766	molecular_function	spermidine synthase activity	48	52	37	52	190
3817	GO:0048443	biological_process	stamen development	48	55	25	55	201
3818	GO:0015918	biological_process	sterol transport	48	59	47	59	216
3819	GO:0005985	biological_process	sucrose metabolic process	48	79	54	79	289
3820	GO:0004781	molecular_function	sulfate adenylyltransferase (ATP) activity	48	64	37	64	234
3821	GO:0043052	biological_process	thermotaxis	48	60	45	60	219
3822	GO:0033572	biological_process	transferrin transport	48	57	30	57	208
3823	GO:1990948	molecular_function	ubiquitin ligase inhibitor activity	48	57	30	57	208
3824	GO:0042311	biological_process	vasodilation	48	65	49	65	238
3825	GO:0010025	biological_process	wax biosynthetic process	48	52	26	52	190
3826	GO:0032237	biological_process	activation of store-operated calcium channel activity	47	53	42	53	194
3827	GO:0010021	biological_process	amylopectin biosynthetic process	47	73	53	73	267
3828	GO:0005642	cellular_component	annulate lamellae	47	51	36	51	186
3829	GO:0030124	cellular_component	AP-4 adaptor complex	47	63	49	63	230
3830	GO:0086043	biological_process	bundle of His cell action potential	47	59	58	59	216
3831	GO:0015086	molecular_function	cadmium ion transmembrane transporter activity	47	56	37	56	205
3832	GO:0071372	biological_process	cellular response to follicle-stimulating hormone stimulus	47	57	33	57	208
3833	GO:0060976	biological_process	coronary vasculature development	47	49	40	49	179
3834	GO:0016807	molecular_function	cysteine-type carboxypeptidase activity	47	53	36	53	194
3835	GO:0004130	molecular_function	cytochrome-c peroxidase activity	47	59	39	59	216
3836	GO:0032590	cellular_component	dendrite membrane	47	59	54	59	216
3837	GO:0015893	biological_process	drug transport	47	56	47	56	205
3838	GO:0061817	biological_process	endoplasmic reticulum-plasma membrane tethering	47	70	64	70	256
3839	GO:0042462	biological_process	eye photoreceptor cell development	47	51	33	51	186
3840	GO:0004333	molecular_function	fumarate hydratase activity	47	58	35	58	212
3841	GO:0009450	biological_process	gamma-aminobutyric acid catabolic process	47	51	24	51	186
3842	GO:0033919	molecular_function	glucan 1,3-alpha-glucosidase activity	47	64	42	64	234
3843	GO:0016594	molecular_function	glycine binding	47	51	35	51	186
3844	GO:0003935	molecular_function	GTP cyclohydrolase II activity	47	66	48	66	241
3845	GO:0006548	biological_process	histidine catabolic process	47	64	44	64	234
3846	GO:0032452	molecular_function	histone demethylase activity	47	54	35	54	197
3847	GO:1990258	biological_process	histone glutamine methylation	47	57	30	57	208
3848	GO:0043968	biological_process	histone H2A acetylation	47	54	36	54	197
3849	GO:1990259	molecular_function	histone-glutamine methyltransferase activity	47	57	30	57	208
3850	GO:0042447	biological_process	hormone catabolic process	47	57	43	57	208
3851	GO:0048839	biological_process	inner ear development	47	50	43	50	183
