go	ontology	name	genes_day	transcripts_day	proteins_day	total_day	total_day_CPM	genes_night	transcripts_night	proteins_night	total_night	total_night_CPM
GO:0044262	biological_process	cellular carbohydrate metabolic process	37	52	40	52	58	24	28	20	28	43
GO:0071492	biological_process	cellular response to UV-A	37	39	25	39	44	26	28	22	28	43
GO:0016922	molecular_function	nuclear receptor binding	35	36	29	36	40	25	28	21	28	43
GO:0000026	molecular_function	alpha-1,2-mannosyltransferase activity	34	39	27	39	44	26	28	22	28	43
GO:0002080	cellular_component	acrosomal membrane	34	36	27	36	40	24	28	25	28	43
GO:0010315	biological_process	auxin efflux	34	36	21	36	40	26	28	17	28	43
GO:0031685	molecular_function	adenosine receptor binding	34	38	23	38	43	26	28	17	28	43
GO:0050702	biological_process	interleukin-1 beta secretion	34	34	20	34	38	25	28	19	28	43
GO:0061083	biological_process	regulation of protein refolding	34	48	31	48	54	26	28	14	28	43
GO:0038096	biological_process	Fc-gamma receptor signaling pathway involved in phagocytosis	33	35	28	35	39	28	28	21	28	43
GO:0070772	cellular_component	PAS complex	33	38	28	38	43	28	28	19	28	43
GO:0098993	cellular_component	anchored component of synaptic vesicle membrane	33	45	34	45	50	25	28	16	28	43
GO:0045723	biological_process	positive regulation of fatty acid biosynthetic process	32	33	24	33	37	25	28	23	28	43
GO:0033391	cellular_component	chromatoid body	30	32	18	32	36	26	28	15	28	43
GO:0071817	cellular_component	MMXD complex	30	33	25	33	37	25	28	19	28	43
GO:2000255	biological_process	negative regulation of male germ cell proliferation	30	36	22	36	40	25	28	20	28	43
GO:0001964	biological_process	startle response	28	30	29	30	34	25	28	26	28	43
GO:0006109	biological_process	regulation of carbohydrate metabolic process	28	36	26	36	40	26	28	22	28	43
GO:0030836	biological_process	positive regulation of actin filament depolymerization	28	33	23	33	37	28	28	19	28	43
GO:0035372	biological_process	protein localization to microtubule	28	38	29	38	43	23	28	21	28	43
GO:0043274	molecular_function	phospholipase binding	28	32	25	32	36	26	28	20	28	43
GO:0043521	biological_process	regulation of myosin II filament disassembly	28	32	18	32	36	26	28	17	28	43
GO:0070626	molecular_function	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	28	37	21	37	41	23	28	18	28	43
GO:0090103	biological_process	cochlea morphogenesis	28	29	28	29	32	26	28	26	28	43
GO:0008670	molecular_function	2,4-dienoyl-CoA reductase (NADPH) activity	27	28	22	28	31	23	28	16	28	43
GO:0046464	biological_process	acylglycerol catabolic process	27	32	30	32	36	25	28	24	28	43
GO:0003942	molecular_function	N-acetyl-gamma-glutamyl-phosphate reductase activity	24	26	20	26	29	22	28	17	28	43
GO:0046475	biological_process	glycerophospholipid catabolic process	24	26	19	26	29	28	28	19	28	43
GO:0005158	molecular_function	insulin receptor binding	23	26	25	26	29	25	28	26	28	43
GO:1902231	biological_process	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage	23	32	24	32	36	25	28	19	28	43
GO:1903380	biological_process	positive regulation of mitotic chromosome condensation	23	31	25	31	35	26	28	16	28	43
GO:0090026	biological_process	positive regulation of monocyte chemotaxis	20	31	24	31	35	22	28	18	28	43
GO:0005997	biological_process	xylulose metabolic process	19	23	17	23	26	25	28	17	28	43
GO:0036335	biological_process	intestinal stem cell homeostasis	15	15	12	15	17	26	28	15	28	43
GO:0070290	molecular_function	N-acylphosphatidylethanolamine-specific phospholipase D activity	59	64	35	64	72	26	27	16	27	41
GO:0044299	cellular_component	C-fiber	56	74	71	74	83	25	27	27	27	41
GO:0003009	biological_process	skeletal muscle contraction	41	45	30	45	50	27	27	21	27	41
GO:0008074	cellular_component	guanylate cyclase complex, soluble	41	49	42	49	55	25	27	21	27	41
GO:0001405	cellular_component	PAM complex, Tim23 associated import motor	39	43	27	43	48	22	27	20	27	41
GO:0001667	biological_process	ameboidal-type cell migration	39	43	27	43	48	25	27	19	27	41
GO:0004322	molecular_function	ferroxidase activity	39	50	33	50	56	24	27	11	27	41
GO:0009966	biological_process	regulation of signal transduction	38	48	40	48	54	23	27	26	27	41
GO:0017177	cellular_component	glucosidase II complex	38	42	32	42	47	24	27	22	27	41
GO:0070739	molecular_function	protein-glutamic acid ligase activity	38	53	39	53	59	22	27	21	27	41
GO:0150093	biological_process	amyloid-beta clearance by transcytosis	38	48	34	48	54	23	27	16	27	41
GO:0032050	molecular_function	clathrin heavy chain binding	37	47	40	47	53	25	27	19	27	41
GO:0046656	biological_process	folic acid biosynthetic process	37	39	26	39	44	26	27	19	27	41
GO:0070189	biological_process	kynurenine metabolic process	37	42	29	42	47	26	27	18	27	41
GO:0004609	molecular_function	phosphatidylserine decarboxylase activity	35	37	16	37	41	25	27	15	27	41
GO:0017117	cellular_component	single-stranded DNA-dependent ATP-dependent DNA helicase complex	35	43	32	43	48	27	27	18	27	41
GO:0070914	biological_process	UV-damage excision repair	35	35	14	35	39	27	27	10	27	41
GO:1905240	biological_process	negative regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	35	36	26	36	40	26	27	18	27	41
GO:0004161	molecular_function	dimethylallyltranstransferase activity	34	35	24	35	39	26	27	19	27	41
GO:0004864	molecular_function	protein phosphatase inhibitor activity	34	41	27	41	46	22	27	17	27	41
GO:0031269	biological_process	pseudopodium assembly	34	38	24	38	43	26	27	17	27	41
GO:0042446	biological_process	hormone biosynthetic process	34	43	34	43	48	26	27	19	27	41
GO:0045951	biological_process	positive regulation of mitotic recombination	34	41	33	41	46	23	27	14	27	41
GO:0048609	biological_process	multicellular organismal reproductive process	34	41	28	41	46	21	27	18	27	41
GO:1903364	biological_process	positive regulation of cellular protein catabolic process	34	35	20	35	39	26	27	17	27	41
GO:0014003	biological_process	oligodendrocyte development	33	34	20	34	38	25	27	16	27	41
GO:0070064	molecular_function	proline-rich region binding	33	40	30	40	45	25	27	24	27	41
GO:0004118	molecular_function	cGMP-stimulated cyclic-nucleotide phosphodiesterase activity	32	37	27	37	41	24	27	17	27	41
GO:0061028	biological_process	establishment of endothelial barrier	32	41	34	41	46	26	27	21	27	41
GO:0003849	molecular_function	3-deoxy-7-phosphoheptulonate synthase activity	31	39	28	39	44	26	27	19	27	41
GO:0006808	biological_process	regulation of nitrogen utilization	31	36	20	36	40	21	27	18	27	41
GO:0031998	biological_process	regulation of fatty acid beta-oxidation	31	36	16	36	40	25	27	15	27	41
GO:0048388	biological_process	endosomal lumen acidification	31	34	29	34	38	24	27	20	27	41
GO:0060828	biological_process	regulation of canonical Wnt signaling pathway	31	33	30	33	37	25	27	22	27	41
GO:0090660	biological_process	cerebrospinal fluid circulation	31	42	33	42	47	25	27	16	27	41
GO:0004310	molecular_function	farnesyl-diphosphate farnesyltransferase activity	30	37	27	37	41	24	27	16	27	41
GO:0003860	molecular_function	3-hydroxyisobutyryl-CoA hydrolase activity	28	38	28	38	43	25	27	19	27	41
GO:0030183	biological_process	B cell differentiation	28	29	20	29	32	26	27	23	27	41
GO:0033591	biological_process	response to L-ascorbic acid	28	35	31	35	39	25	27	19	27	41
GO:0036186	cellular_component	early phagosome membrane	28	30	21	30	34	26	27	14	27	41
GO:1901017	biological_process	negative regulation of potassium ion transmembrane transporter activity	28	33	26	33	37	26	27	21	27	41
GO:2000463	biological_process	positive regulation of excitatory postsynaptic potential	28	33	26	33	37	26	27	22	27	41
GO:0047184	molecular_function	1-acylglycerophosphocholine O-acyltransferase activity	27	29	25	29	32	25	27	19	27	41
GO:0045657	biological_process	positive regulation of monocyte differentiation	26	28	25	28	31	25	27	18	27	41
GO:0030050	biological_process	vesicle transport along actin filament	25	27	18	27	30	26	27	14	27	41
GO:0000076	biological_process	DNA replication checkpoint	24	31	26	31	35	25	27	20	27	41
GO:0004160	molecular_function	dihydroxy-acid dehydratase activity	24	33	25	33	37	24	27	18	27	41
GO:0031380	cellular_component	nuclear RNA-directed RNA polymerase complex	24	33	28	33	37	23	27	14	27	41
GO:0034498	biological_process	early endosome to Golgi transport	24	28	23	28	31	26	27	18	27	41
GO:0017121	biological_process	plasma membrane phospholipid scrambling	23	31	25	31	35	22	27	20	27	41
GO:0007293	biological_process	germarium-derived egg chamber formation	19	22	16	22	25	25	27	12	27	41
GO:0006933	biological_process	negative regulation of cell adhesion involved in substrate-bound cell migration	15	22	15	22	25	8	27	25	27	41
GO:0004630	molecular_function	phospholipase D activity	57	64	37	64	72	25	26	14	26	40
GO:0006212	biological_process	uracil catabolic process	41	46	18	46	51	24	26	12	26	40
GO:0006235	biological_process	dTTP biosynthetic process	41	53	32	53	59	24	26	21	26	40
GO:0006336	biological_process	DNA replication-independent nucleosome assembly	41	49	36	49	55	22	26	23	26	40
GO:0006482	biological_process	protein demethylation	40	46	29	46	51	25	26	17	26	40
GO:0120135	cellular_component	distal portion of axoneme	40	46	24	46	51	24	26	10	26	40
GO:0004657	molecular_function	proline dehydrogenase activity	39	42	34	42	47	23	26	16	26	40
GO:0007279	biological_process	pole cell formation	39	54	36	54	60	23	26	17	26	40
GO:0010204	biological_process	defense response signaling pathway, resistance gene-independent	39	42	27	42	47	22	26	15	26	40
GO:0042325	biological_process	regulation of phosphorylation	39	44	32	44	49	25	26	20	26	40
GO:0048150	biological_process	behavioral response to ether	39	41	35	41	46	24	26	21	26	40
GO:0080147	biological_process	root hair cell development	39	51	49	51	57	25	26	21	26	40
GO:1990575	biological_process	mitochondrial L-ornithine transmembrane transport	39	41	24	41	46	24	26	17	26	40
GO:0046974	molecular_function	histone methyltransferase activity (H3-K9 specific)	38	46	24	46	51	24	26	16	26	40
GO:0090575	cellular_component	RNA polymerase II transcription factor complex	38	41	26	41	46	25	26	22	26	40
GO:0044182	biological_process	filamentous growth of a population of unicellular organisms	37	42	30	42	47	25	26	20	26	40
GO:0052544	biological_process	defense response by callose deposition in cell wall	37	50	34	50	56	25	26	20	26	40
GO:0072671	biological_process	mitochondria-associated ubiquitin-dependent protein catabolic process	37	40	31	40	45	24	26	22	26	40
GO:0006545	biological_process	glycine biosynthetic process	34	42	29	42	47	21	26	19	26	40
GO:0009410	biological_process	response to xenobiotic stimulus	34	37	17	37	41	23	26	14	26	40
GO:0009682	biological_process	induced systemic resistance	34	42	23	42	47	25	26	17	26	40
GO:0015711	biological_process	organic anion transport	34	35	19	35	39	26	26	17	26	40
GO:0017076	molecular_function	purine nucleotide binding	34	40	25	40	45	25	26	22	26	40
GO:0031638	biological_process	zymogen activation	34	37	19	37	41	24	26	14	26	40
GO:0033384	biological_process	geranyl diphosphate biosynthetic process	34	35	24	35	39	25	26	19	26	40
GO:0051668	biological_process	localization within membrane	34	37	24	37	41	25	26	17	26	40
GO:0071397	biological_process	cellular response to cholesterol	34	37	23	37	41	25	26	18	26	40
GO:0015137	molecular_function	citrate transmembrane transporter activity	33	51	40	51	57	22	26	18	26	40
GO:0031698	molecular_function	beta-2 adrenergic receptor binding	33	41	31	41	46	24	26	18	26	40
GO:0045663	biological_process	positive regulation of myoblast differentiation	33	41	36	41	46	26	26	22	26	40
GO:0048205	biological_process	COPI coating of Golgi vesicle	33	35	19	35	39	25	26	17	26	40
GO:0048514	biological_process	blood vessel morphogenesis	32	38	30	38	43	25	26	24	26	40
GO:0048714	biological_process	positive regulation of oligodendrocyte differentiation	32	36	22	36	40	21	26	18	26	40
GO:0086009	biological_process	membrane repolarization	32	47	36	47	53	24	26	21	26	40
GO:0097194	biological_process	execution phase of apoptosis	32	37	23	37	41	21	26	12	26	40
GO:0035254	molecular_function	glutamate receptor binding	31	34	26	34	38	22	26	19	26	40
GO:0060263	biological_process	regulation of respiratory burst	31	32	17	32	36	25	26	15	26	40
GO:1902622	biological_process	regulation of neutrophil migration	31	32	17	32	36	25	26	15	26	40
GO:0001561	biological_process	fatty acid alpha-oxidation	30	33	21	33	37	24	26	17	26	40
GO:0009045	molecular_function	xylose isomerase activity	29	31	15	31	35	19	26	13	26	40
GO:0015204	molecular_function	urea transmembrane transporter activity	29	34	27	34	38	26	26	13	26	40
GO:0004031	molecular_function	aldehyde oxidase activity	28	30	21	30	34	25	26	18	26	40
GO:0042405	cellular_component	nuclear inclusion body	28	34	27	34	38	26	26	24	26	40
GO:0004112	molecular_function	cyclic-nucleotide phosphodiesterase activity	27	31	25	31	35	24	26	16	26	40
GO:0006501	biological_process	C-terminal protein lipidation	27	30	26	30	34	26	26	14	26	40
GO:0019305	biological_process	dTDP-rhamnose biosynthetic process	27	33	22	33	37	25	26	13	26	40
GO:1904514	biological_process	positive regulation of initiation of premeiotic DNA replication	26	33	26	33	37	23	26	20	26	40
GO:0006659	biological_process	phosphatidylserine biosynthetic process	24	29	20	29	32	22	26	14	26	40
GO:0006880	biological_process	intracellular sequestering of iron ion	24	36	27	36	40	24	26	19	26	40
GO:0009910	biological_process	negative regulation of flower development	24	27	19	27	30	25	26	22	26	40
GO:0001156	molecular_function	TFIIIC-class transcription factor complex binding	23	28	20	28	31	25	26	18	26	40
GO:1990429	cellular_component	peroxisomal importomer complex	23	28	12	28	31	25	26	11	26	40
GO:0000285	molecular_function	1-phosphatidylinositol-3-phosphate 5-kinase activity	22	25	15	25	28	26	26	15	26	40
GO:0019547	biological_process	arginine catabolic process to ornithine	22	30	26	30	34	22	26	19	26	40
GO:0036066	biological_process	protein O-linked fucosylation	20	28	24	28	31	21	26	22	26	40
GO:0043157	biological_process	response to cation stress	14	20	13	20	22	25	26	15	26	40
GO:0035671	molecular_function	enone reductase activity	11	23	23	23	26	12	26	26	26	40
GO:0030177	biological_process	positive regulation of Wnt signaling pathway	38	39	20	39	44	25	25	12	25	38
GO:0031415	cellular_component	NatA complex	38	46	35	46	51	22	25	18	25	38
GO:0042066	biological_process	perineurial glial growth	38	40	34	40	45	23	25	20	25	38
GO:0042585	cellular_component	germinal vesicle	38	39	27	39	44	21	25	21	25	38
GO:0009533	cellular_component	chloroplast stromal thylakoid	37	42	31	42	47	22	25	22	25	38
GO:0046833	biological_process	positive regulation of RNA export from nucleus	35	48	41	48	54	21	25	24	25	38
GO:0001682	biological_process	tRNA 5-leader removal	34	36	27	36	40	23	25	16	25	38
GO:0015810	biological_process	aspartate transmembrane transport	34	38	17	38	43	23	25	11	25	38
GO:0032049	biological_process	cardiolipin biosynthetic process	34	35	16	35	39	25	25	15	25	38
GO:0042753	biological_process	positive regulation of circadian rhythm	34	39	28	39	44	23	25	18	25	38
GO:0043666	biological_process	regulation of phosphoprotein phosphatase activity	34	38	26	38	43	25	25	18	25	38
GO:0015220	molecular_function	choline transmembrane transporter activity	33	38	28	38	43	25	25	18	25	38
GO:0031489	molecular_function	myosin V binding	33	38	24	38	43	22	25	10	25	38
GO:0003972	molecular_function	RNA ligase (ATP) activity	32	50	44	50	56	18	25	20	25	38
GO:0014911	biological_process	positive regulation of smooth muscle cell migration	32	35	22	35	39	25	25	17	25	38
GO:0016578	biological_process	histone deubiquitination	32	36	22	36	40	22	25	15	25	38
GO:0033592	molecular_function	RNA strand annealing activity	32	36	25	36	40	23	25	16	25	38
GO:0098887	biological_process	neurotransmitter receptor transport, endosome to postsynaptic membrane	32	36	26	36	40	22	25	16	25	38
GO:0005212	molecular_function	structural constituent of eye lens	31	39	29	39	44	21	25	24	25	38
