	go	ontology	name	genes	transcripts	proteins	total	total_CPM
822	GO:0031333	biological_process	negative regulation of protein complex assembly	25	28	21	28	144.3514752
823	GO:0038060	biological_process	nitric oxide-cGMP-mediated signaling pathway	25	27	22	27	139.1960654
824	GO:0016589	cellular_component	NURF complex	25	37	29	37	190.7501637
825	GO:0030570	molecular_function	pectate lyase activity	25	40	12	40	206.2163932
826	GO:0090556	molecular_function	phosphatidylserine floppase activity	25	26	18	26	134.0406556
827	GO:0060002	molecular_function	plus-end directed microfilament motor activity	25	27	24	27	139.1960654
828	GO:0010886	biological_process	positive regulation of cholesterol storage	25	27	24	27	139.1960654
829	GO:1900426	biological_process	positive regulation of defense response to bacterium	25	26	17	26	134.0406556
830	GO:1905824	biological_process	positive regulation of mitotic sister chromatid arm separation	25	27	16	27	139.1960654
831	GO:0031053	biological_process	primary miRNA processing	25	30	19	30	154.6622949
832	GO:0070208	biological_process	protein heterotrimerization	25	35	27	35	180.439344
833	GO:0035871	biological_process	protein K11-linked deubiquitination	25	27	21	27	139.1960654
834	GO:0097271	biological_process	protein localization to bud neck	25	25	20	25	128.8852457
835	GO:1902463	biological_process	protein localization to cell leading edge	25	30	14	30	154.6622949
836	GO:0106035	biological_process	protein maturation by [4Fe-4S] cluster transfer	25	26	15	26	134.0406556
837	GO:0030158	molecular_function	protein xylosyltransferase activity	25	25	18	25	128.8852457
838	GO:0008615	biological_process	pyridoxine biosynthetic process	25	35	23	35	180.439344
839	GO:0006349	biological_process	regulation of gene expression by genetic imprinting	25	28	16	28	144.3514752
840	GO:0050764	biological_process	regulation of phagocytosis	25	26	23	26	134.0406556
841	GO:1901016	biological_process	regulation of potassium ion transmembrane transporter activity	25	26	25	26	134.0406556
842	GO:2000008	biological_process	regulation of protein localization to cell surface	25	25	11	25	128.8852457
843	GO:0047484	biological_process	regulation of response to osmotic stress	25	27	23	27	139.1960654
844	GO:0090699	biological_process	repair of merotelic kinetochore attachment defect, meiosis I	25	27	16	27	139.1960654
845	GO:0010042	biological_process	response to manganese ion	25	28	17	28	144.3514752
846	GO:0001162	molecular_function	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	25	28	23	28	144.3514752
847	GO:0030427	cellular_component	site of polarized growth	25	32	25	32	164.9731145
848	GO:0031153	biological_process	slug development involved in sorocarp development	25	31	28	31	159.8177047
849	GO:0050291	molecular_function	sphingosine N-acyltransferase activity	25	33	22	33	170.1285244
850	GO:0030322	biological_process	stabilization of membrane potential	25	31	30	31	159.8177047
851	GO:0005985	biological_process	sucrose metabolic process	25	35	24	35	180.439344
852	GO:0070328	biological_process	triglyceride homeostasis	25	25	22	25	128.8852457
853	GO:0019441	biological_process	tryptophan catabolic process to kynurenine	25	27	22	27	139.1960654
854	GO:0010411	biological_process	xyloglucan metabolic process	25	27	19	27	139.1960654
855	GO:0016629	molecular_function	12-oxophytodienoate reductase activity	24	28	15	28	144.3514752
856	GO:1990845	biological_process	adaptive thermogenesis	24	32	26	32	164.9731145
857	GO:0042625	molecular_function	ATPase-coupled ion transmembrane transporter activity	24	24	13	24	123.7298359
858	GO:0048148	biological_process	behavioral response to cocaine	24	28	25	28	144.3514752
859	GO:0010171	biological_process	body morphogenesis	24	24	13	24	123.7298359
860	GO:1905056	molecular_function	calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration	24	27	19	27	139.1960654
861	GO:0036120	biological_process	cellular response to platelet-derived growth factor stimulus	24	26	21	26	134.0406556
862	GO:0008311	molecular_function	double-stranded DNA 3-5 exodeoxyribonuclease activity	24	25	13	25	128.8852457
863	GO:0032419	cellular_component	extrinsic component of lysosome membrane	24	32	18	32	164.9731145
864	GO:0016458	biological_process	gene silencing	24	26	18	26	134.0406556
865	GO:0097386	cellular_component	glial cell projection	24	25	18	25	128.8852457
866	GO:0030203	biological_process	glycosaminoglycan metabolic process	24	24	16	24	123.7298359
867	GO:0075522	biological_process	IRES-dependent viral translational initiation	24	24	19	24	123.7298359
868	GO:0030984	molecular_function	kininogen binding	24	25	19	25	128.8852457
869	GO:0042171	molecular_function	lysophosphatidic acid acyltransferase activity	24	29	22	29	149.506885
870	GO:0008049	biological_process	male courtship behavior	24	31	22	31	159.8177047
871	GO:0043504	biological_process	mitochondrial DNA repair	24	25	21	25	128.8852457
872	GO:0043653	biological_process	mitochondrial fragmentation involved in apoptotic process	24	28	22	28	144.3514752
873	GO:0044878	biological_process	mitotic cytokinesis checkpoint	24	26	20	26	134.0406556
874	GO:0000389	biological_process	mRNA 3-splice site recognition	24	27	22	27	139.1960654
5134	GO:0031034	biological_process	myosin filament assembly	24	26	17	26	134.0406556
5135	GO:0003957	molecular_function	NAD(P)+ transhydrogenase (B-specific) activity	24	30	20	30	154.6622949
5136	GO:0070404	molecular_function	NADH binding	24	29	21	29	149.506885
5137	GO:0003959	molecular_function	NADPH dehydrogenase activity	24	24	17	24	123.7298359
5138	GO:1902902	biological_process	negative regulation of autophagosome assembly	24	24	17	24	123.7298359
5139	GO:0045776	biological_process	negative regulation of blood pressure	24	24	16	24	123.7298359
5140	GO:2000623	biological_process	negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	24	26	19	26	134.0406556
5141	GO:0032515	biological_process	negative regulation of phosphoprotein phosphatase activity	24	25	13	25	128.8852457
5142	GO:1903427	biological_process	negative regulation of reactive oxygen species biosynthetic process	24	27	17	27	139.1960654
5143	GO:1904153	biological_process	negative regulation of retrograde protein transport, ER to cytosol	24	24	15	24	123.7298359
5144	GO:0009968	biological_process	negative regulation of signal transduction	24	25	16	25	128.8852457
5145	GO:0051151	biological_process	negative regulation of smooth muscle cell differentiation	24	27	16	27	139.1960654
5146	GO:1904753	biological_process	negative regulation of vascular associated smooth muscle cell migration	24	26	20	26	134.0406556
5147	GO:0038180	biological_process	nerve growth factor signaling pathway	24	27	24	27	139.1960654
5148	GO:0014029	biological_process	neural crest formation	24	27	22	27	139.1960654
5149	GO:0070026	molecular_function	nitric oxide binding	24	25	15	25	128.8852457
5150	GO:0035257	molecular_function	nuclear hormone receptor binding	24	25	19	25	128.8852457
5151	GO:0009312	biological_process	oligosaccharide biosynthetic process	24	27	13	27	139.1960654
5152	GO:0030316	biological_process	osteoclast differentiation	24	26	21	26	134.0406556
5153	GO:0060389	biological_process	pathway-restricted SMAD protein phosphorylation	24	26	19	26	134.0406556
5154	GO:0030414	molecular_function	peptidase inhibitor activity	24	24	15	24	123.7298359
5155	GO:0004597	molecular_function	peptide-aspartate beta-dioxygenase activity	24	25	19	25	128.8852457
5156	GO:0062101	molecular_function	peptidyl-aspartic acid 3-dioxygenase activity	24	25	19	25	128.8852457
5157	GO:0008967	molecular_function	phosphoglycolate phosphatase activity	24	26	19	26	134.0406556
5158	GO:0048573	biological_process	photoperiodism, flowering	24	26	15	26	134.0406556
5159	GO:0034046	molecular_function	poly(G) binding	24	34	32	34	175.2839342
5160	GO:0030890	biological_process	positive regulation of B cell proliferation	24	28	21	28	144.3514752
5161	GO:1903646	biological_process	positive regulation of chaperone-mediated protein folding	24	25	17	25	128.8852457
5162	GO:0010718	biological_process	positive regulation of epithelial to mesenchymal transition	24	26	18	26	134.0406556
5163	GO:0033129	biological_process	positive regulation of histone phosphorylation	24	24	11	24	123.7298359
5164	GO:0060335	biological_process	positive regulation of interferon-gamma-mediated signaling pathway	24	26	25	26	134.0406556
5165	GO:0010884	biological_process	positive regulation of lipid storage	24	26	17	26	134.0406556
5166	GO:0090037	biological_process	positive regulation of protein kinase C signaling	24	24	21	24	123.7298359
5167	GO:0061406	biological_process	positive regulation of transcription from RNA polymerase II promoter in response to glucose starvation	24	24	20	24	123.7298359
5168	GO:0036278	biological_process	positive regulation of transcription from RNA polymerase II promoter in response to nitrogen starvation	24	24	20	24	123.7298359
5169	GO:0071264	biological_process	positive regulation of translational initiation in response to starvation	24	26	15	26	134.0406556
5170	GO:0098871	cellular_component	postsynaptic actin cytoskeleton	24	26	21	26	134.0406556
5171	GO:0034502	biological_process	protein localization to chromosome	24	25	22	25	128.8852457
5172	GO:0008157	molecular_function	protein phosphatase 1 binding	24	25	18	25	128.8852457
5173	GO:0006152	biological_process	purine nucleoside catabolic process	24	24	15	24	123.7298359
5174	GO:0015489	molecular_function	putrescine transmembrane transporter activity	24	24	10	24	123.7298359
5175	GO:0015847	biological_process	putrescine transport	24	24	10	24	123.7298359
5176	GO:0019856	biological_process	pyrimidine nucleobase biosynthetic process	24	40	33	40	206.2163932
5177	GO:0043291	cellular_component	RAVE complex	24	24	14	24	123.7298359
5178	GO:1902954	biological_process	regulation of early endosome to recycling endosome transport	24	24	23	24	123.7298359
5179	GO:1904059	biological_process	regulation of locomotor rhythm	24	29	18	29	149.506885
5180	GO:1901879	biological_process	regulation of protein depolymerization	24	25	19	25	128.8852457
5181	GO:0051223	biological_process	regulation of protein transport	24	26	12	26	134.0406556
5182	GO:1901000	biological_process	regulation of response to salt stress	24	30	21	30	154.6622949
5183	GO:2000070	biological_process	regulation of response to water deprivation	24	31	23	31	159.8177047
5184	GO:0048660	biological_process	regulation of smooth muscle cell proliferation	24	25	15	25	128.8852457
5185	GO:0043619	biological_process	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	24	27	23	27	139.1960654
5186	GO:0035152	biological_process	regulation of tube architecture, open tracheal system	24	25	16	25	128.8852457
5187	GO:0010795	biological_process	regulation of ubiquinone biosynthetic process	24	25	21	25	128.8852457
5188	GO:0010996	biological_process	response to auditory stimulus	24	24	19	24	123.7298359
5189	GO:0070672	biological_process	response to interleukin-15	24	30	25	30	154.6622949
5190	GO:0035994	biological_process	response to muscle stretch	24	24	16	24	123.7298359
5191	GO:0019236	biological_process	response to pheromone	24	32	23	32	164.9731145
5192	GO:0000303	biological_process	response to superoxide	24	25	17	25	128.8852457
5193	GO:0047131	molecular_function	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity	24	26	17	26	134.0406556
5194	GO:0047130	molecular_function	saccharopine dehydrogenase (NADP+, L-lysine-forming) activity	24	26	17	26	134.0406556
5195	GO:0090666	biological_process	scaRNA localization to Cajal body	24	24	11	24	123.7298359
5196	GO:0035368	molecular_function	selenocysteine insertion sequence binding	24	28	19	28	144.3514752
5197	GO:0005918	cellular_component	septate junction	24	26	15	26	134.0406556
5198	GO:0048741	biological_process	skeletal muscle fiber development	24	26	18	26	134.0406556
5199	GO:0008117	molecular_function	sphinganine-1-phosphate aldolase activity	24	26	16	26	134.0406556
5200	GO:0051996	molecular_function	squalene synthase activity	24	27	16	27	139.1960654
5201	GO:0031510	cellular_component	SUMO activating enzyme complex	24	26	20	26	134.0406556
5202	GO:0035249	biological_process	synaptic transmission, glutamatergic	24	25	16	25	128.8852457
5203	GO:0030217	biological_process	T cell differentiation	24	27	19	27	139.1960654
5204	GO:0010521	molecular_function	telomerase inhibitor activity	24	25	15	25	128.8852457
5205	GO:0047035	molecular_function	testosterone dehydrogenase (NAD+) activity	24	25	15	25	128.8852457
5206	GO:0031432	molecular_function	titin binding	24	24	16	24	123.7298359
5207	GO:0000126	cellular_component	transcription factor TFIIIB complex	24	25	20	25	128.8852457
5208	GO:0070413	biological_process	trehalose metabolism in response to stress	24	25	21	25	128.8852457
5209	GO:0035436	biological_process	triose phosphate transmembrane transport	24	26	12	26	134.0406556
5210	GO:0000215	molecular_function	tRNA 2-phosphotransferase activity	24	25	14	25	128.8852457
875	GO:0046755	biological_process	viral budding	24	27	25	27	139.1960654
876	GO:0044210	biological_process	de novo CTP biosynthetic process	23	39	27	39	201.0609833
877	GO:1990932	molecular_function	5.8S rRNA binding	23	25	10	25	128.8852457
878	GO:0097322	molecular_function	7SK snRNA binding	23	26	19	26	134.0406556
879	GO:0000147	biological_process	actin cortical patch assembly	23	24	18	24	123.7298359
880	GO:0051764	biological_process	actin crosslink formation	23	26	21	26	134.0406556
881	GO:0015227	molecular_function	acyl carnitine transmembrane transporter activity	23	27	18	27	139.1960654
